iter	Logloss
961	0.1019194337
962	0.101776402
963	0.1015315737
964	0.101381516
965	0.1012164784
966	0.1011091349
967	0.1009551716
968	0.1007989377
969	0.1006687385
970	0.1005136529
971	0.1003713673
972	0.1001550843
973	0.09997995857
974	0.09981551138
975	0.09972183721
976	0.09956049108
977	0.09943557921
978	0.09918864244
979	0.09898973971
980	0.098819817
981	0.09874485301
982	0.09860405306
983	0.09850455952
984	0.09835711628
985	0.0981827431
986	0.09797070302
987	0.09786902966
988	0.09774917161
989	0.09754278222
990	0.09740187197
991	0.09719525551
992	0.09709468504
993	0.09695026502
994	0.09678730997
995	0.09655397117
996	0.09645651473
997	0.09633537863
998	0.09625360268
999	0.09610490085
